"Año","Mes","Trimestre","Llamante","Almería","Cádiz","Córdoba","Granada","Huelva","Jaén","Málaga","Sevilla","Huesca","Teruel","Zaragoza","Asturias","Illes Balears","Las Palmas","Santa Cruz de Tenerife","Cantabria","Ávila","Burgos","León","Palencia","Salamanca","Segovia","Soria","Valladolid","Zamora","Albacete","Ciudad Real","Cuenca","Guadalajara","Toledo","Barcelona","Girona","Lleida","Tarragona","Alicante/Alacant","Castellón/Castelló","Valencia/València","Badajoz","Cáceres","A Coruña","Lugo","Ourense","Pontevedra","Madrid","Murcia","Navarra","Araba/Álava","Bizkaia","Gipuzkoa","La Rioja","Ceuta","Melilla","No consta"
"Año 2019","Diciembre","Cuarto","No Consta","","","","1.0","1.0","","1.0","5.0","","","","","","3.0","1.0","","","","","","","","1.0","","","1.0","","","","","2.0","1.0","","","3.0","","1.0","","","3.0","","","","5.0","","1.0","","","","1.0","","","61.0"
"Año 2020","Enero","Primero","Usuaria","39.0","69.0","34.0","59.0","29.0","18.0","161.0","138.0","11.0","3.0","49.0","67.0","76.0","108.0","115.0","33.0","23.0","30.0","18.0","8.0","17.0","8.0","1.0","59.0","10.0","20.0","27.0","11.0","22.0","60.0","358.0","19.0","16.0","43.0","184.0","74.0","276.0","37.0","18.0","67.0","9.0","9.0","39.0","760.0","78.0","39.0","27.0","69.0","16.0","21.0","4.0","7.0","161.0"
"Año 2020","Enero","Primero","Familiares/Personas allegadas","25.0","42.0","19.0","38.0","20.0","22.0","53.0","70.0","4.0","3.0","28.0","25.0","22.0","57.0","44.0","18.0","6.0","11.0","10.0","9.0","6.0","4.0","1.0","20.0","5.0","13.0","6.0","2.0","5.0","22.0","145.0","13.0","4.0","23.0","42.0","23.0","75.0","10.0","4.0","33.0","8.0","6.0","19.0","324.0","27.0","13.0","15.0","26.0","14.0","4.0","1.0","","41.0"
"Año 2020","Enero","Primero","Otros","3.0","5.0","1.0","4.0","5.0","","9.0","11.0","","","4.0","6.0","2.0","4.0","3.0","2.0","","","1.0","","","","","","","","1.0","","","1.0","15.0","1.0","2.0","","10.0","2.0","26.0","3.0","1.0","4.0","1.0","","4.0","59.0","5.0","2.0","","3.0","","","1.0","1.0","12.0"
"Año 2020","Enero","Primero","No Consta","1.0","1.0","","1.0","","","1.0","","","","3.0","3.0","","3.0","3.0","","","1.0","1.0","","1.0","","","","","","","1.0","1.0","","5.0","","","2.0","7.0","2.0","6.0","2.0","","","1.0","","1.0","17.0","3.0","2.0","1.0","1.0","1.0","","","","63.0"
"Año 2020","Febrero","Primero","Usuaria","44.0","70.0","42.0","65.0","27.0","31.0","124.0","150.0","7.0","3.0","54.0","89.0","57.0","116.0","100.0","49.0","15.0","15.0","21.0","8.0","20.0","5.0","1.0","61.0","11.0","19.0","19.0","11.0","14.0","46.0","278.0","29.0","14.0","39.0","192.0","47.0","227.0","16.0","13.0","93.0","8.0","12.0","43.0","721.0","82.0","46.0","18.0","40.0","18.0","20.0","3.0","1.0","163.0"
"Año 2020","Febrero","Primero","Familiares/Personas allegadas","21.0","36.0","15.0","40.0","17.0","23.0","74.0","69.0","5.0","1.0","38.0","22.0","20.0","43.0","37.0","8.0","3.0","13.0","7.0","2.0","8.0","3.0","1.0","20.0","2.0","8.0","10.0","5.0","10.0","22.0","154.0","17.0","1.0","21.0","60.0","11.0","69.0","13.0","11.0","21.0","10.0","5.0","11.0","309.0","37.0","16.0","7.0","26.0","11.0","7.0","1.0","1.0","55.0"
"Año 2020","Febrero","Primero","Otros","1.0","6.0","4.0","4.0","8.0","2.0","7.0","13.0","2.0","1.0","4.0","4.0","6.0","12.0","6.0","2.0","","2.0","","2.0","1.0","1.0","","3.0","1.0","1.0","","","","3.0","17.0","","","2.0","8.0","1.0","18.0","2.0","1.0","5.0","1.0","","6.0","34.0","3.0","1.0","","2.0","","2.0","","","10.0"
"Año 2020","Febrero","Primero","No Consta","","","","","","","2.0","2.0","","1.0","","3.0","","3.0","2.0","1.0","","","","1.0","1.0","","","1.0","","1.0","","","","","3.0","","","","3.0","1.0","3.0","1.0","","","","","","11.0","5.0","1.0","","3.0","","1.0","","","61.0"
"Año 2020","Marzo","Primero","Usuaria","48.0","81.0","52.0","67.0","29.0","46.0","188.0","213.0","7.0","1.0","77.0","73.0","79.0","123.0","119.0","48.0","22.0","28.0","45.0","13.0","32.0","13.0","","58.0","11.0","20.0","24.0","8.0","27.0","62.0","464.0","35.0","12.0","50.0","178.0","48.0","286.0","45.0","21.0","76.0","8.0","19.0","63.0","814.0","106.0","46.0","20.0","66.0","20.0","27.0","9.0","5.0","222.0"
"Año 2020","Marzo","Primero","Familiares/Personas allegadas","25.0","39.0","22.0","43.0","18.0","12.0","76.0","104.0","1.0","","37.0","31.0","34.0","59.0","52.0","15.0","3.0","6.0","16.0","9.0","6.0","6.0","","18.0","2.0","10.0","5.0","3.0","5.0","18.0","167.0","10.0","10.0","16.0","50.0","14.0","81.0","18.0","4.0","44.0","3.0","3.0","23.0","289.0","43.0","16.0","6.0","22.0","4.0","6.0","","4.0","47.0"
"Año 2020","Marzo","Primero","Otros","1.0","3.0","","3.0","4.0","1.0","15.0","21.0","","","7.0","7.0","6.0","7.0","10.0","4.0","1.0","","2.0","1.0","","","","4.0","","1.0","","1.0","","6.0","18.0","2.0","","1.0","13.0","6.0","23.0","6.0","","3.0","1.0","2.0","3.0","60.0","7.0","1.0","1.0","4.0","2.0","","1.0","","23.0"
"Año 2020","Marzo","Primero","No Consta","1.0","2.0","1.0","3.0","","","1.0","8.0","","","1.0","3.0","5.0","2.0","2.0","1.0","","","3.0","","1.0","","","","","1.0","1.0","2.0","","","6.0","","","1.0","4.0","1.0","12.0","","","","1.0","","1.0","15.0","2.0","","","1.0","","","","","100.0"
"Año 2020","Abril","Segundo","Usuaria","69.0","108.0","59.0","82.0","39.0","51.0","238.0","216.0","4.0","3.0","89.0","103.0","147.0","189.0","156.0","58.0","23.0","24.0","53.0","16.0","22.0","13.0","5.0","79.0","22.0","25.0","28.0","14.0","37.0","99.0","605.0","53.0","24.0","93.0","260.0","100.0","399.0","51.0","27.0","90.0","23.0","19.0","89.0","1126.0","173.0","45.0","10.0","65.0","35.0","21.0","2.0","12.0","360.0"
"Año 2020","Abril","Segundo","Familiares/Personas allegadas","25.0","55.0","36.0","40.0","13.0","20.0","91.0","106.0","4.0","1.0","46.0","56.0","50.0","78.0","50.0","25.0","9.0","15.0","14.0","7.0","13.0","5.0","2.0","26.0","","12.0","12.0","2.0","13.0","49.0","283.0","21.0","14.0","30.0","70.0","38.0","140.0","20.0","3.0","38.0","10.0","8.0","33.0","439.0","57.0","19.0","7.0","27.0","9.0","10.0","6.0","7.0","91.0"
"Año 2020","Abril","Segundo","Otros","5.0","5.0","5.0","5.0","5.0","6.0","18.0","18.0","1.0","","8.0","5.0","5.0","10.0","5.0","2.0","1.0","3.0","3.0","","2.0","2.0","","2.0","","1.0","2.0","2.0","6.0","6.0","21.0","3.0","1.0","2.0","17.0","4.0","36.0","5.0","2.0","12.0","","","4.0","75.0","13.0","3.0","1.0","4.0","3.0","","","","12.0"
"Año 2020","Abril","Segundo","No Consta","1.0","6.0","2.0","7.0","2.0","2.0","13.0","6.0","","","2.0","6.0","6.0","5.0","9.0","","2.0","3.0","2.0","1.0","1.0","","","","1.0","1.0","1.0","","2.0","3.0","33.0","1.0","2.0","7.0","11.0","4.0","19.0","","","7.0","","1.0","2.0","40.0","6.0","","2.0","3.0","","","","","111.0"
"Año 2020","Mayo","Segundo","Usuaria","50.0","115.0","73.0","105.0","42.0","57.0","256.0","247.0","6.0","10.0","87.0","98.0","125.0","191.0","170.0","59.0","21.0","41.0","59.0","24.0","34.0","37.0","3.0","78.0","10.0","38.0","32.0","8.0","24.0","102.0","618.0","50.0","22.0","90.0","241.0","65.0","335.0","59.0","20.0","92.0","10.0","25.0","90.0","1139.0","139.0","55.0","18.0","85.0","34.0","26.0","12.0","7.0","343.0"
"Año 2020","Mayo","Segundo","Familiares/Personas allegadas","25.0","58.0","33.0","54.0","16.0","18.0","104.0","119.0","4.0","4.0","34.0","35.0","60.0","68.0","58.0","19.0","2.0","17.0","20.0","4.0","22.0","5.0","1.0","26.0","1.0","11.0","13.0","3.0","5.0","32.0","242.0","20.0","9.0","20.0","59.0","26.0","104.0","22.0","12.0","62.0","9.0","5.0","30.0","430.0","58.0","22.0","8.0","29.0","13.0","5.0","3.0","1.0","91.0"
"Año 2020","Mayo","Segundo","Otros","2.0","5.0","2.0","5.0","3.0","2.0","14.0","13.0","1.0","","7.0","6.0","13.0","12.0","9.0","7.0","","3.0","1.0","","5.0","1.0","","3.0","","","2.0","","","4.0","26.0","2.0","1.0","1.0","13.0","3.0","20.0","","2.0","2.0","","","3.0","60.0","7.0","3.0","2.0","4.0","3.0","","2.0","","12.0"
"Año 2020","Mayo","Segundo","No Consta","2.0","4.0","1.0","","1.0","","2.0","5.0","","","2.0","2.0","","3.0","2.0","","","","1.0","1.0","1.0","","","1.0","","","","","2.0","","5.0","1.0","1.0","","4.0","2.0","3.0","","","2.0","","","3.0","16.0","3.0","3.0","1.0","1.0","","","1.0","","124.0"
"Año 2020","Junio","Segundo","Usuaria","70.0","122.0","65.0","78.0","40.0","48.0","245.0","281.0","11.0","5.0","89.0","121.0","117.0","212.0","143.0","59.0","22.0","43.0","37.0","12.0","27.0","11.0","1.0","113.0","19.0","25.0","35.0","13.0","30.0","110.0","617.0","55.0","18.0","68.0","293.0","65.0","382.0","56.0","35.0","113.0","25.0","19.0","78.0","1219.0","163.0","61.0","27.0","84.0","37.0","16.0","14.0","7.0","305.0"
"Año 2020","Junio","Segundo","Familiares/Personas allegadas","22.0","60.0","32.0","41.0","17.0","25.0","102.0","101.0","3.0","2.0","37.0","44.0","57.0","74.0","72.0","20.0","8.0","13.0","13.0","7.0","10.0","1.0","7.0","39.0","6.0","6.0","14.0","8.0","14.0","28.0","225.0","11.0","19.0","28.0","73.0","20.0","83.0","24.0","11.0","35.0","10.0","7.0","30.0","443.0","54.0","21.0","8.0","19.0","13.0","7.0","1.0","7.0","98.0"
"Año 2020","Junio","Segundo","Otros","3.0","9.0","1.0","9.0","2.0","8.0","11.0","20.0","2.0","","5.0","7.0","8.0","6.0","6.0","4.0","1.0","4.0","3.0","","1.0","2.0","","","","1.0","3.0","","","2.0","28.0","2.0","","2.0","14.0","4.0","26.0","3.0","2.0","5.0","","1.0","7.0","77.0","6.0","3.0","1.0","3.0","1.0","3.0","2.0","","11.0"
"Año 2020","Junio","Segundo","No Consta","2.0","","1.0","","","","","3.0","","","2.0","2.0","2.0","5.0","2.0","","","","","","","1.0","","2.0","","1.0","1.0","","","1.0","5.0","1.0","","","3.0","2.0","3.0","2.0","","1.0","","","2.0","18.0","3.0","1.0","","1.0","","","","","84.0"
"Año 2020","Julio","Tercero","Usuaria","66.0","113.0","54.0","110.0","45.0","50.0","177.0","208.0","12.0","4.0","79.0","100.0","92.0","151.0","124.0","35.0","19.0","32.0","80.0","21.0","38.0","8.0","6.0","87.0","13.0","29.0","27.0","19.0","30.0","75.0","582.0","40.0","13.0","92.0","221.0","122.0","375.0","50.0","16.0","112.0","17.0","22.0","100.0","1127.0","167.0","54.0","20.0","78.0","45.0","16.0","7.0","6.0","246.0"
"Año 2020","Julio","Tercero","Familiares/Personas allegadas","14.0","51.0","21.0","46.0","25.0","18.0","105.0","109.0","11.0","1.0","31.0","36.0","43.0","72.0","51.0","19.0","3.0","8.0","16.0","9.0","13.0","3.0","1.0","29.0","11.0","17.0","11.0","10.0","7.0","27.0","202.0","15.0","6.0","33.0","77.0","22.0","100.0","22.0","13.0","35.0","7.0","9.0","30.0","400.0","51.0","22.0","10.0","24.0","15.0","7.0","1.0","3.0","77.0"
"Año 2020","Julio","Tercero","Otros","2.0","8.0","2.0","8.0","8.0","5.0","13.0","19.0","3.0","","4.0","5.0","6.0","12.0","5.0","6.0","1.0","","2.0","1.0","6.0","1.0","","2.0","1.0","1.0","7.0","3.0","2.0","4.0","28.0","3.0","3.0","6.0","18.0","5.0","28.0","","1.0","7.0","","","4.0","67.0","10.0","3.0","","1.0","3.0","1.0","1.0","1.0","11.0"
"Año 2020","Julio","Tercero","No Consta","1.0","2.0","1.0","1.0","","","4.0","2.0","","","","3.0","1.0","4.0","2.0","","","","3.0","1.0","","","","3.0","","","","","","","8.0","","1.0","","4.0","","5.0","","","","","1.0","1.0","9.0","5.0","1.0","1.0","2.0","1.0","","","","101.0"
"Año 2020","Agosto","Tercero","Usuaria","63.0","95.0","46.0","89.0","39.0","48.0","190.0","203.0","6.0","5.0","78.0","110.0","98.0","146.0","137.0","47.0","22.0","28.0","46.0","10.0","41.0","14.0","16.0","80.0","10.0","29.0","45.0","14.0","28.0","84.0","519.0","40.0","20.0","75.0","218.0","115.0","323.0","52.0","20.0","90.0","16.0","30.0","57.0","977.0","170.0","41.0","25.0","65.0","32.0","29.0","6.0","3.0","234.0"
"Año 2020","Agosto","Tercero","Familiares/Personas allegadas","25.0","53.0","19.0","52.0","23.0","26.0","89.0","66.0","7.0","","36.0","33.0","46.0","61.0","65.0","11.0","3.0","3.0","19.0","2.0","15.0","5.0","","20.0","1.0","13.0","11.0","3.0","6.0","22.0","164.0","15.0","10.0","26.0","89.0","17.0","95.0","21.0","13.0","26.0","3.0","15.0","25.0","314.0","54.0","14.0","6.0","22.0","11.0","11.0","3.0","1.0","49.0"
"Año 2020","Agosto","Tercero","Otros","4.0","7.0","2.0","8.0","6.0","3.0","22.0","25.0","2.0","","8.0","3.0","4.0","10.0","4.0","","1.0","","1.0","1.0","","","","1.0","","1.0","2.0","","2.0","2.0","16.0","1.0","2.0","3.0","17.0","7.0","24.0","1.0","2.0","8.0","","1.0","4.0","43.0","5.0","1.0","","2.0","1.0","","","1.0","16.0"
"Año 2020","Agosto","Tercero","No Consta","1.0","","1.0","1.0","","","2.0","2.0","","","1.0","3.0","1.0","3.0","2.0","","","","1.0","","","","","1.0","","1.0","1.0","","1.0","1.0","10.0","","2.0","2.0","1.0","2.0","7.0","2.0","","","","","","15.0","3.0","","","","","","","1.0","126.0"
"Año 2020","Septiembre","Tercero","Usuaria","44.0","79.0","48.0","78.0","26.0","39.0","179.0","205.0","13.0","5.0","69.0","63.0","97.0","138.0","175.0","51.0","22.0","30.0","39.0","8.0","28.0","15.0","20.0","69.0","9.0","13.0","25.0","7.0","18.0","49.0","431.0","31.0","20.0","65.0","194.0","58.0","270.0","78.0","33.0","82.0","11.0","17.0","58.0","847.0","93.0","36.0","9.0","57.0","29.0","28.0","3.0","2.0","157.0"
"Año 2020","Septiembre","Tercero","Familiares/Personas allegadas","27.0","30.0","24.0","35.0","19.0","11.0","65.0","62.0","4.0","1.0","19.0","22.0","26.0","44.0","46.0","12.0","3.0","8.0","9.0","2.0","4.0","2.0","3.0","20.0","1.0","9.0","15.0","","5.0","18.0","157.0","14.0","4.0","15.0","42.0","9.0","82.0","29.0","13.0","23.0","5.0","6.0","13.0","276.0","34.0","15.0","7.0","24.0","15.0","9.0","2.0","","40.0"
"Año 2020","Septiembre","Tercero","Otros","7.0","4.0","3.0","5.0","4.0","","8.0","10.0","3.0","","2.0","2.0","6.0","8.0","7.0","1.0","","","2.0","","","","","2.0","","1.0","","4.0","1.0","4.0","12.0","1.0","","","7.0","3.0","19.0","1.0","","1.0","","1.0","3.0","39.0","","1.0","2.0","2.0","","1.0","","","8.0"
"Año 2020","Septiembre","Tercero","No Consta","1.0","4.0","","","","","1.0","1.0","","","1.0","","1.0","5.0","4.0","","","","1.0","","","","","1.0","","","","1.0","","1.0","6.0","1.0","","2.0","3.0","1.0","4.0","","","","","","1.0","7.0","","3.0","","1.0","1.0","","","1.0","79.0"
"Año 2020","Octubre","Cuarto","Usuaria","23.0","97.0","40.0","42.0","21.0","43.0","134.0","128.0","6.0","","47.0","66.0","96.0","133.0","116.0","32.0","18.0","34.0","30.0","12.0","22.0","18.0","7.0","47.0","14.0","6.0","28.0","8.0","21.0","59.0","363.0","29.0","13.0","49.0","169.0","59.0","234.0","40.0","26.0","53.0","17.0","15.0","28.0","786.0","95.0","48.0","20.0","50.0","24.0","25.0","5.0","2.0","160.0"
"Año 2020","Octubre","Cuarto","Familiares/Personas allegadas","10.0","35.0","19.0","20.0","7.0","10.0","50.0","71.0","5.0","2.0","17.0","20.0","36.0","38.0","43.0","14.0","3.0","4.0","8.0","2.0","8.0","3.0","","20.0","2.0","5.0","7.0","5.0","7.0","17.0","120.0","8.0","2.0","13.0","43.0","12.0","79.0","12.0","1.0","21.0","5.0","5.0","18.0","259.0","36.0","9.0","2.0","19.0","11.0","6.0","2.0","5.0","40.0"
"Año 2020","Octubre","Cuarto","Otros","2.0","3.0","2.0","6.0","3.0","3.0","12.0","7.0","1.0","","2.0","3.0","4.0","4.0","4.0","","1.0","1.0","","1.0","1.0","","1.0","2.0","1.0","","1.0","","1.0","1.0","11.0","","","1.0","11.0","5.0","14.0","1.0","","1.0","1.0","","1.0","35.0","5.0","2.0","1.0","1.0","","2.0","","1.0","15.0"
"Año 2020","Octubre","Cuarto","No Consta","1.0","1.0","","1.0","1.0","","3.0","1.0","1.0","","","1.0","2.0","4.0","6.0","1.0","1.0","","","","","","1.0","","","","","","","","8.0","","","","3.0","1.0","2.0","1.0","","","","3.0","","16.0","3.0","","","","1.0","1.0","","","81.0"
"Año 2020","Noviembre","Cuarto","Usuaria","38.0","71.0","39.0","66.0","22.0","24.0","134.0","137.0","11.0","5.0","64.0","68.0","64.0","122.0","106.0","33.0","16.0","21.0","17.0","6.0","12.0","6.0","4.0","34.0","4.0","18.0","26.0","6.0","18.0","56.0","336.0","25.0","8.0","36.0","156.0","44.0","239.0","47.0","21.0","61.0","19.0","12.0","65.0","778.0","98.0","25.0","15.0","54.0","30.0","15.0","5.0","6.0","122.0"
"Año 2020","Noviembre","Cuarto","Familiares/Personas allegadas","19.0","39.0","15.0","19.0","10.0","10.0","37.0","55.0","1.0","4.0","20.0","22.0","25.0","36.0","49.0","22.0","5.0","4.0","4.0","2.0","8.0","4.0","1.0","15.0","1.0","8.0","7.0","3.0","8.0","27.0","113.0","9.0","6.0","13.0","40.0","6.0","58.0","13.0","8.0","15.0","5.0","2.0","17.0","246.0","25.0","5.0","2.0","20.0","7.0","10.0","5.0","3.0","46.0"
"Año 2020","Noviembre","Cuarto","Otros","3.0","7.0","4.0","5.0","2.0","","3.0","19.0","1.0","","5.0","7.0","6.0","9.0","8.0","1.0","","","","","","","","","","","2.0","","","2.0","13.0","1.0","1.0","","14.0","","24.0","","1.0","2.0","1.0","2.0","","47.0","9.0","3.0","1.0","1.0","","1.0","","1.0","8.0"
"Año 2020","Noviembre","Cuarto","No Consta","","","","","1.0","1.0","","2.0","","","1.0","","1.0","5.0","3.0","","","","","","","","","","1.0","1.0","","","","","7.0","","","1.0","1.0","","1.0","","","2.0","","","","16.0","","1.0","","","","","","","79.0"
"Año 2020","Diciembre","Cuarto","Usuaria","33.0","78.0","33.0","44.0","24.0","40.0","149.0","155.0","5.0","2.0","51.0","73.0","92.0","161.0","83.0","32.0","7.0","36.0","31.0","8.0","27.0","3.0","8.0","50.0","3.0","7.0","33.0","8.0","42.0","62.0","366.0","32.0","16.0","60.0","149.0","65.0","241.0","41.0","15.0","72.0","13.0","6.0","71.0","821.0","82.0","36.0","12.0","47.0","20.0","19.0","2.0","8.0","126.0"
"Año 2020","Diciembre","Cuarto","Familiares/Personas allegadas","13.0","35.0","14.0","36.0","10.0","8.0","60.0","67.0","4.0","8.0","21.0","20.0","28.0","47.0","40.0","11.0","3.0","10.0","11.0","6.0","5.0","2.0","1.0","22.0","4.0","4.0","14.0","5.0","9.0","25.0","136.0","13.0","8.0","12.0","41.0","15.0","64.0","11.0","7.0","22.0","9.0","9.0","19.0","251.0","44.0","4.0","8.0","16.0","6.0","5.0","","2.0","46.0"
"Año 2020","Diciembre","Cuarto","Otros","","6.0","","3.0","3.0","1.0","5.0","9.0","","","","2.0","6.0","13.0","8.0","4.0","1.0","","","","5.0","","","1.0","","1.0","","1.0","2.0","1.0","7.0","","","1.0","5.0","6.0","15.0","1.0","","2.0","","","4.0","31.0","2.0","4.0","","1.0","","1.0","","","9.0"
"Año 2020","Diciembre","Cuarto","No Consta","","2.0","","","","1.0","","1.0","","","1.0","2.0","2.0","3.0","1.0","1.0","","","1.0","","","","","","","","","1.0","2.0","1.0","8.0","","","1.0","5.0","1.0","3.0","1.0","1.0","2.0","","","1.0","12.0","3.0","","","","2.0","","","","87.0"
"Año 2021","Enero","Primero","Usuaria","44.0","72.0","47.0","48.0","11.0","36.0","130.0","154.0","8.0","3.0","66.0","66.0","67.0","168.0","109.0","20.0","9.0","17.0","31.0","6.0","12.0","9.0","6.0","37.0","5.0","11.0","21.0","9.0","22.0","51.0","351.0","34.0","17.0","52.0","187.0","51.0","230.0","37.0","25.0","78.0","20.0","13.0","50.0","706.0","78.0","25.0","19.0","43.0","20.0","16.0","2.0","1.0","124.0"
"Año 2021","Enero","Primero","Familiares/Personas allegadas","8.0","20.0","21.0","35.0","20.0","14.0","44.0","57.0","7.0","","21.0","22.0","27.0","27.0","28.0","16.0","3.0","8.0","8.0","2.0","6.0","","3.0","13.0","1.0","5.0","13.0","4.0","1.0","16.0","107.0","8.0","8.0","19.0","47.0","14.0","53.0","9.0","2.0","18.0","4.0","7.0","15.0","235.0","22.0","13.0","3.0","18.0","10.0","1.0","2.0","1.0","31.0"
"Año 2021","Enero","Primero","Otros","1.0","5.0","1.0","2.0","3.0","","5.0","13.0","","","3.0","4.0","3.0","6.0","3.0","1.0","","","2.0","","1.0","","","5.0","","1.0","","","1.0","1.0","14.0","1.0","2.0","1.0","2.0","3.0","16.0","","","5.0","1.0","","3.0","38.0","7.0","","","1.0","","4.0","","","6.0"
"Año 2021","Enero","Primero","No Consta","","1.0","","","","","1.0","","1.0","","1.0","1.0","","5.0","1.0","","","","1.0","","","","","","1.0","","","","","","1.0","","","1.0","","","2.0","","","2.0","1.0","1.0","","8.0","1.0","","","","","1.0","","","62.0"
"Año 2021","Febrero","Primero","Usuaria","26.0","57.0","30.0","62.0","28.0","22.0","115.0","107.0","2.0","5.0","42.0","104.0","41.0","86.0","96.0","34.0","9.0","17.0","21.0","4.0","13.0","9.0","3.0","43.0","21.0","17.0","26.0","7.0","16.0","50.0","361.0","22.0","10.0","41.0","185.0","52.0","255.0","22.0","28.0","60.0","8.0","20.0","48.0","649.0","104.0","34.0","8.0","44.0","25.0","15.0","1.0","2.0","100.0"
"Año 2021","Febrero","Primero","Familiares/Personas allegadas","16.0","22.0","9.0","17.0","16.0","10.0","45.0","43.0","6.0","1.0","11.0","14.0","25.0","38.0","41.0","20.0","3.0","4.0","5.0","3.0","4.0","4.0","","14.0","1.0","2.0","7.0","4.0","3.0","15.0","99.0","9.0","4.0","16.0","28.0","14.0","62.0","6.0","10.0","22.0","3.0","3.0","16.0","224.0","31.0","16.0","7.0","19.0","8.0","3.0","1.0","1.0","28.0"
"Año 2021","Febrero","Primero","Otros","","1.0","1.0","4.0","2.0","","6.0","12.0","1.0","","3.0","3.0","3.0","7.0","8.0","","","","","","","","","","","1.0","2.0","","","2.0","11.0","","","","7.0","","18.0","","1.0","1.0","1.0","","","33.0","2.0","","","1.0","","1.0","","1.0","4.0"
"Año 2021","Febrero","Primero","No Consta","1.0","","","","","","","1.0","","","1.0","1.0","1.0","","2.0","1.0","","","","","","","","1.0","","","2.0","","","1.0","3.0","","1.0","","","","4.0","","","1.0","1.0","","","5.0","1.0","","","1.0","","1.0","","","68.0"
"Año 2021","Marzo","Primero","Usuaria","60.0","113.0","64.0","56.0","36.0","34.0","159.0","223.0","12.0","9.0","75.0","120.0","92.0","188.0","165.0","62.0","40.0","29.0","30.0","17.0","16.0","2.0","5.0","63.0","8.0","24.0","23.0","8.0","25.0","99.0","563.0","42.0","20.0","54.0","229.0","101.0","401.0","47.0","17.0","133.0","12.0","19.0","75.0","1003.0","141.0","48.0","25.0","78.0","31.0","20.0","2.0","3.0","185.0"
"Año 2021","Marzo","Primero","Familiares/Personas allegadas","23.0","35.0","33.0","42.0","19.0","15.0","67.0","80.0","4.0","1.0","25.0","35.0","25.0","48.0","46.0","20.0","5.0","11.0","13.0","1.0","16.0","10.0","1.0","14.0","3.0","8.0","18.0","5.0","6.0","31.0","183.0","19.0","8.0","22.0","53.0","11.0","97.0","26.0","8.0","20.0","7.0","8.0","34.0","305.0","51.0","20.0","6.0","31.0","8.0","18.0","1.0","7.0","68.0"
"Año 2021","Marzo","Primero","Otros","1.0","2.0","6.0","2.0","12.0","2.0","12.0","10.0","3.0","1.0","8.0","2.0","4.0","6.0","9.0","1.0","","","","","","","","2.0","","1.0","","1.0","2.0","2.0","14.0","","","1.0","8.0","1.0","32.0","1.0","1.0","5.0","","1.0","2.0","49.0","12.0","3.0","","2.0","","2.0","","","12.0"
"Año 2021","Marzo","Primero","No Consta","1.0","3.0","","1.0","","1.0","2.0","7.0","","","","4.0","","3.0","5.0","","","1.0","1.0","1.0","2.0","1.0","","2.0","","","","","","1.0","10.0","","","","7.0","2.0","6.0","2.0","4.0","4.0","","","2.0","17.0","2.0","1.0","","1.0","","","","","107.0"
"Año 2021","Abril","Segundo","Usuaria","50.0","121.0","55.0","94.0","42.0","45.0","224.0","242.0","13.0","8.0","114.0","84.0","87.0","221.0","186.0","61.0","27.0","26.0","51.0","18.0","33.0","19.0","10.0","77.0","19.0","27.0","20.0","20.0","31.0","84.0","653.0","58.0","23.0","88.0","264.0","81.0","371.0","86.0","37.0","137.0","19.0","21.0","71.0","1223.0","176.0","58.0","25.0","101.0","30.0","28.0","4.0","5.0","190.0"
"Año 2021","Abril","Segundo","Familiares/Personas allegadas","28.0","43.0","14.0","28.0","27.0","14.0","64.0","76.0","2.0","1.0","21.0","37.0","36.0","52.0","52.0","22.0","7.0","8.0","11.0","2.0","11.0","8.0","3.0","19.0","4.0","9.0","13.0","3.0","12.0","25.0","192.0","13.0","8.0","25.0","51.0","17.0","100.0","20.0","11.0","24.0","8.0","3.0","30.0","347.0","53.0","16.0","5.0","27.0","15.0","7.0","4.0","5.0","59.0"
"Año 2021","Abril","Segundo","Otros","3.0","6.0","2.0","3.0","2.0","1.0","7.0","9.0","1.0","","4.0","5.0","7.0","8.0","5.0","6.0","1.0","","2.0","","","2.0","","3.0","1.0","1.0","2.0","2.0","2.0","7.0","20.0","2.0","","2.0","18.0","3.0","20.0","","2.0","2.0","1.0","","3.0","56.0","4.0","1.0","","3.0","3.0","","","","9.0"
"Año 2021","Abril","Segundo","No Consta","","1.0","1.0","3.0","1.0","2.0","4.0","3.0","1.0","","1.0","3.0","4.0","11.0","7.0","2.0","","1.0","","","1.0","","1.0","1.0","1.0","","","","","1.0","7.0","1.0","","2.0","5.0","1.0","12.0","2.0","1.0","2.0","1.0","","6.0","17.0","2.0","1.0","1.0","3.0","","2.0","","","140.0"
"Año 2021","Mayo","Segundo","Usuaria","54.0","109.0","69.0","80.0","43.0","48.0","211.0","221.0","13.0","6.0","129.0","128.0","97.0","221.0","141.0","61.0","17.0","21.0","48.0","23.0","29.0","14.0","3.0","66.0","13.0","21.0","41.0","13.0","34.0","96.0","599.0","41.0","23.0","90.0","287.0","91.0","440.0","72.0","41.0","125.0","20.0","17.0","85.0","1284.0","160.0","50.0","25.0","83.0","33.0","25.0","2.0","9.0","233.0"
